District,Crop,Season,Year,Rainfall_mm,Temperature_Max_C,Temperature_Min_C,Humidity_Percent,Soil_pH,Organic_Carbon_Percent,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Percent,Fertilizer_N_kg_ha,Fertilizer_P_kg_ha,Fertilizer_K_kg_ha,Seed_Quality,Farm_Size_ha,Mechanization,Yield_kg_ha
Keonjhar,Paddy,Rabi,2018,221.4,25.7,16.5,68.1,6.55,0.893,189.7,29.3,231.4,24.0,122.0,48.6,42.1,Low,7.14,Low,2538.0
Khordha,Maize,Kharif,2018,1218.7,32.3,23.2,71.9,5.97,0.498,171.3,21.3,200.3,39.4,132.5,39.4,50.1,High,0.59,Low,5046.0
Baragarh,Paddy,Kharif,2022,1317.2,33.2,26.4,79.2,6.17,0.485,189.4,16.7,188.1,58.0,168.6,47.2,36.9,Medium,2.46,High,3128.0
Kendrapara,Paddy,Kharif,2018,1297.7,33.2,23.4,84.2,5.84,0.423,232.3,24.7,181.0,29.3,82.0,48.4,33.2,High,1.66,High,3803.0
Puri,Paddy,Kharif,2019,1592.2,33.4,24.8,75.9,4.62,0.52,139.1,33.2,205.0,10.2,118.9,68.5,43.2,Low,1.53,High,2515.0
Dhenkanal,Paddy,Kharif,2023,965.2,29.9,27.9,67.6,6.08,0.618,193.9,26.5,194.6,39.0,101.8,72.3,35.6,Medium,3.98,Medium,4435.0
Sambalpur,Paddy,Kharif,2018,1185.9,31.3,21.7,72.7,6.28,0.765,193.7,34.1,89.0,43.6,154.5,43.2,45.9,Medium,5.1,Medium,2353.0
Mayurbhanj,Maize,Rabi,2018,171.0,26.1,16.6,70.1,7.76,0.669,208.0,30.4,118.0,37.4,97.9,69.8,27.5,High,3.66,Low,2792.0
Cuttack,Paddy,Rabi,2019,172.5,25.8,15.2,69.4,4.5,0.441,258.9,23.3,123.0,76.0,179.6,55.8,49.1,High,2.95,Medium,3581.0
Keonjhar,Maize,Summer,2018,53.7,37.6,24.7,40.0,6.21,0.387,162.1,16.3,173.2,52.5,111.5,48.7,39.4,Medium,1.08,Medium,1818.0
Mayurbhanj,Maize,Kharif,2019,1223.4,32.8,24.6,83.7,6.43,0.417,151.1,26.2,125.8,61.2,114.1,80.3,40.5,High,4.76,Low,4548.0
Baragarh,Paddy,Rabi,2021,266.1,25.3,16.8,63.3,6.94,0.454,91.1,31.5,122.9,14.5,109.6,59.5,49.6,Medium,2.25,High,1550.0
Keonjhar,Paddy,Kharif,2018,1046.8,33.0,26.6,85.1,6.61,0.442,223.5,12.2,167.6,4.0,170.0,66.7,32.7,Low,0.01,Low,1294.0
Baragarh,Paddy,Kharif,2020,1337.5,31.2,21.9,75.5,6.18,0.602,187.8,14.4,167.4,65.3,102.2,85.3,50.1,Medium,0.52,High,2924.0
Cuttack,Maize,Kharif,2020,1638.3,33.0,21.7,84.0,5.61,0.692,256.3,25.0,195.9,75.0,137.9,62.7,41.7,High,1.93,Medium,5763.0
Jajpur,Paddy,Kharif,2018,1140.3,33.7,24.4,72.1,5.29,0.525,189.0,25.1,145.6,44.5,132.8,53.6,58.8,Low,3.3,Low,2863.0
Keonjhar,Maize,Kharif,2019,903.4,30.5,25.1,81.1,5.59,0.631,174.0,24.7,137.1,38.9,146.4,72.4,55.0,Low,1.97,Low,3218.0
Jagatsinghpur,Paddy,Kharif,2019,1339.9,36.0,25.1,82.9,6.74,0.555,142.5,30.1,106.7,38.9,136.3,57.8,54.9,Medium,5.29,Medium,3034.0
Khordha,Paddy,Kharif,2021,1085.3,39.4,24.5,82.8,5.68,0.586,179.5,34.0,188.0,44.7,122.5,73.1,53.3,Medium,0.91,Medium,3181.0
Dhenkanal,Maize,Kharif,2021,1101.3,30.5,26.6,84.9,5.61,0.76,185.0,33.5,196.5,32.0,153.9,74.4,55.2,Medium,7.83,Medium,5695.0
Puri,Paddy,Rabi,2023,199.6,28.5,17.6,70.5,7.97,0.656,153.2,24.4,199.1,19.4,138.3,50.9,45.4,Low,0.68,Medium,2127.0
Dhenkanal,Paddy,Kharif,2019,876.0,35.1,23.7,80.5,6.15,0.879,147.9,20.2,152.7,61.8,135.5,63.0,37.8,Medium,1.22,Medium,3050.0
Mayurbhanj,Paddy,Kharif,2019,993.5,33.3,22.2,63.4,5.9,0.526,170.6,37.7,161.7,38.4,91.9,97.1,38.5,High,1.87,High,4604.0
Kendrapara,Paddy,Rabi,2019,207.0,30.1,16.2,63.6,6.08,0.726,106.5,29.8,202.7,40.8,129.0,57.9,34.4,Low,1.08,Low,1544.0
Kendrapara,Maize,Rabi,2021,96.8,34.7,19.3,60.7,6.77,0.673,179.8,21.7,115.8,63.2,114.3,76.7,40.3,High,0.35,Medium,3795.0
Balasore,Paddy,Rabi,2023,127.4,32.1,17.8,57.5,6.32,0.662,200.5,16.3,176.5,25.5,154.8,75.7,41.8,High,0.33,Medium,2153.0
Jagatsinghpur,Maize,Kharif,2023,1627.3,29.3,24.1,79.2,6.77,0.683,135.4,25.5,79.7,57.8,83.8,65.0,36.3,Medium,1.52,Low,2878.0
Kendrapara,Paddy,Kharif,2018,994.2,37.4,21.6,76.3,7.24,0.626,130.4,34.1,161.9,30.1,109.0,57.5,41.6,Medium,0.73,Medium,2681.0
Angul,Maize,Rabi,2020,211.9,30.4,18.5,56.9,5.42,0.643,158.9,20.1,143.7,24.9,104.8,72.0,44.4,Medium,1.78,High,2278.0
Sambalpur,Paddy,Kharif,2023,1282.1,32.2,24.3,85.7,5.07,0.386,246.4,29.4,82.6,72.9,168.5,58.1,21.8,Low,3.21,Medium,1499.0
Koraput,Paddy,Kharif,2019,1419.2,30.4,24.9,76.9,6.83,0.517,220.4,9.3,161.3,9.1,115.5,54.9,31.7,High,5.89,Medium,1623.0
Puri,Paddy,Summer,2022,87.0,42.9,27.2,47.2,6.66,0.532,199.6,15.5,140.5,53.4,97.6,56.5,34.5,High,0.63,Medium,1910.0
Khordha,Paddy,Rabi,2020,232.9,29.7,19.7,58.5,6.59,0.587,101.0,24.6,114.8,14.5,76.8,86.7,27.5,Medium,3.01,Medium,1689.0
Baragarh,Paddy,Kharif,2021,1022.3,31.2,24.1,76.7,5.99,0.584,201.3,15.8,141.2,5.7,90.3,68.2,40.7,High,1.0,High,2395.0
Angul,Paddy,Kharif,2020,1174.3,33.3,24.9,76.6,6.11,0.625,277.8,17.1,151.5,17.3,124.7,52.7,22.2,Medium,6.09,Medium,2569.0
Dhenkanal,Maize,Kharif,2022,1272.2,34.3,25.7,86.4,4.81,0.504,219.7,17.6,192.7,56.5,144.4,39.8,32.2,Medium,0.16,Low,2355.0
Keonjhar,Paddy,Rabi,2022,173.5,28.8,15.0,68.4,7.22,0.398,171.4,23.5,154.3,32.1,62.3,42.8,54.9,Low,5.27,Medium,2058.0
Khordha,Paddy,Rabi,2019,341.2,29.3,17.9,62.3,6.08,0.774,193.4,32.0,174.3,37.6,151.9,40.2,42.8,Low,0.94,Medium,3573.0
Koraput,Paddy,Kharif,2019,988.0,30.7,29.6,73.3,5.29,0.641,174.9,39.7,94.4,28.8,163.4,47.4,50.4,Low,1.02,High,1874.0
Balasore,Paddy,Rabi,2020,223.5,25.0,19.0,64.2,5.23,0.641,243.4,25.9,198.9,51.9,49.0,62.3,50.9,Medium,0.97,Medium,2376.0
Puri,Maize,Kharif,2020,1304.5,35.3,23.2,77.5,5.52,0.59,93.0,22.7,174.5,37.4,137.9,45.7,28.3,Medium,1.73,High,2348.0
Jagatsinghpur,Paddy,Kharif,2022,1274.4,32.5,22.9,84.6,6.18,0.472,171.7,22.3,147.2,39.7,106.1,70.9,44.1,Medium,3.8,High,3790.0
Keonjhar,Paddy,Kharif,2021,960.9,33.0,22.3,79.3,5.51,0.45,244.8,25.5,104.9,27.3,177.2,74.6,54.0,High,3.88,Low,2697.0
Puri,Paddy,Rabi,2020,211.0,26.7,20.7,58.7,8.03,0.6,116.1,28.6,199.5,80.0,163.2,51.7,33.0,High,5.28,Medium,2379.0
Sambalpur,Maize,Summer,2019,128.2,34.7,29.2,50.3,6.64,0.472,179.7,23.5,84.5,33.6,152.8,79.3,35.1,Medium,0.26,High,2112.0
Keonjhar,Paddy,Kharif,2022,1050.1,37.1,27.7,78.9,6.69,0.9,204.1,14.1,151.5,48.0,100.1,79.0,37.3,High,3.19,Low,2002.0
Balasore,Maize,Rabi,2019,196.3,31.6,18.7,60.7,5.7,0.436,144.8,31.6,117.4,30.7,155.8,50.8,41.8,High,1.21,High,3075.0
Baragarh,Paddy,Kharif,2020,1057.0,31.8,24.2,76.8,6.02,0.664,170.8,23.7,143.8,53.2,87.2,68.2,50.8,High,1.21,Low,3962.0
Dhenkanal,Paddy,Rabi,2019,189.2,25.0,19.6,57.4,5.92,0.578,194.2,25.5,129.0,64.5,126.5,41.6,31.7,Medium,2.54,Low,2252.0
Jagatsinghpur,Paddy,Summer,2023,141.0,41.0,27.7,54.1,5.59,0.766,179.4,17.4,255.6,36.1,133.5,74.5,36.0,Low,0.04,Medium,1454.0
Cuttack,Paddy,Kharif,2023,1139.3,27.4,22.8,77.0,5.95,0.473,230.8,23.9,163.2,39.1,115.0,33.0,49.0,High,0.5,High,4295.0
Koraput,Paddy,Kharif,2020,1240.8,29.4,25.1,75.6,6.87,0.492,186.0,29.8,119.7,43.0,129.2,72.5,41.4,High,0.57,Low,2851.0
Mayurbhanj,Maize,Summer,2020,65.9,42.2,30.0,49.3,5.08,0.556,126.5,39.5,190.8,85.4,132.1,54.6,14.0,Low,0.19,Low,1500.0
Dhenkanal,Paddy,Kharif,2019,1146.9,32.2,22.0,78.6,5.86,0.472,120.1,37.3,141.5,22.2,178.2,60.5,47.9,Low,2.16,Medium,2026.0
Khordha,Paddy,Kharif,2021,1226.6,31.5,22.5,87.6,5.5,0.684,198.7,22.1,103.2,51.8,150.2,61.7,42.4,Low,0.28,Medium,2613.0
Mayurbhanj,Paddy,Summer,2021,126.7,34.2,28.4,58.2,6.66,0.435,105.0,14.1,180.9,59.1,124.7,59.3,42.9,Low,2.51,Medium,1340.0
Mayurbhanj,Paddy,Kharif,2021,1025.9,30.2,27.9,65.1,7.13,0.578,204.7,31.4,169.4,27.0,76.5,55.5,43.2,High,0.28,Low,4164.0
Ganjam,Paddy,Kharif,2019,1184.1,29.1,22.0,82.8,5.74,0.435,138.0,18.5,136.9,47.6,167.3,52.3,50.3,Low,1.24,Medium,2396.0
Ganjam,Paddy,Kharif,2019,1139.9,29.5,23.7,63.1,4.97,0.683,171.3,35.6,152.2,42.8,99.9,64.8,31.7,Low,2.35,High,3468.0
Koraput,Maize,Summer,2021,146.1,39.5,19.1,48.9,6.08,0.746,162.6,19.5,78.2,44.1,162.7,79.4,32.8,Low,0.98,Medium,1500.0
Kendrapara,Paddy,Kharif,2022,1113.9,31.1,24.3,65.2,6.52,0.661,153.3,21.4,118.1,43.2,131.7,62.0,27.5,High,0.99,Medium,3435.0
Mayurbhanj,Paddy,Kharif,2019,885.4,35.0,26.3,64.4,6.43,0.489,179.6,29.3,77.9,52.9,111.4,32.2,39.7,Medium,4.65,Medium,1913.0
Keonjhar,Paddy,Rabi,2022,235.3,26.6,18.4,77.4,6.19,0.497,133.5,14.3,107.7,16.7,110.8,59.6,46.9,High,0.28,Medium,1701.0
Sambalpur,Paddy,Rabi,2019,204.3,26.2,19.9,64.1,5.79,0.789,95.5,37.1,221.0,40.4,92.2,58.1,46.4,High,0.25,Medium,1662.0
Jajpur,Paddy,Rabi,2022,184.3,27.6,16.2,66.3,5.4,0.658,172.1,39.7,104.4,18.4,60.7,43.9,30.7,Medium,5.11,Low,1414.0
Balasore,Paddy,Kharif,2020,1135.2,29.6,21.7,86.1,6.34,0.501,244.1,2.8,185.8,4.2,159.5,57.9,32.0,Low,2.85,Medium,1232.0
Kendrapara,Paddy,Rabi,2021,303.2,25.7,18.8,57.0,4.6,0.566,147.0,22.7,91.6,51.8,150.9,85.3,34.6,High,1.61,Low,1693.0
Jajpur,Paddy,Kharif,2021,1358.8,29.9,23.2,74.8,6.52,0.516,64.9,24.3,125.4,47.8,125.2,59.4,36.7,High,2.04,Medium,1970.0
Angul,Maize,Rabi,2020,241.5,26.9,19.9,73.1,6.88,0.449,132.8,11.5,127.1,32.1,109.6,59.3,21.8,High,0.31,Medium,2037.0
Ganjam,Paddy,Summer,2020,109.4,39.0,30.0,62.2,6.13,0.707,226.5,19.7,183.7,35.8,107.0,74.8,24.7,High,0.08,Medium,2047.0
Koraput,Paddy,Rabi,2019,249.6,29.1,15.3,65.5,6.63,0.585,161.3,22.8,130.4,13.3,85.0,46.9,45.8,High,1.18,Medium,2965.0
Mayurbhanj,Paddy,Rabi,2022,197.7,32.3,17.5,54.5,5.79,0.519,210.0,19.6,241.7,16.1,131.0,43.2,55.0,Low,0.62,Low,1706.0
Jagatsinghpur,Paddy,Kharif,2019,1322.3,27.6,26.9,77.2,7.02,0.662,220.4,16.6,117.8,66.9,131.0,73.5,39.8,Medium,0.0,Medium,3237.0
Khordha,Maize,Rabi,2023,192.3,26.3,19.8,53.5,6.76,0.483,179.2,19.5,110.3,50.3,139.3,73.6,45.0,Medium,1.19,Medium,3219.0
Mayurbhanj,Paddy,Kharif,2023,1245.7,37.1,21.7,86.1,5.82,0.492,133.0,19.0,172.6,48.9,177.4,54.5,42.1,High,0.4,Low,2746.0
Puri,Paddy,Summer,2020,150.0,35.9,28.3,43.4,4.95,0.366,160.3,24.5,158.1,54.6,141.9,42.1,52.0,Medium,0.96,High,2966.0
Dhenkanal,Paddy,Kharif,2021,827.5,34.7,25.7,76.0,7.38,0.625,193.5,41.1,106.1,48.9,84.6,59.0,39.6,Medium,0.34,Low,2265.0
Koraput,Paddy,Summer,2020,64.2,36.1,26.5,62.1,5.93,0.311,208.8,29.2,161.2,16.0,108.1,54.4,36.0,High,4.54,Low,2519.0
Koraput,Paddy,Rabi,2019,154.3,25.8,19.7,57.7,5.27,0.409,173.0,38.1,145.5,61.9,85.8,49.7,49.6,High,1.11,Low,2887.0
Koraput,Paddy,Rabi,2023,165.7,28.4,17.2,62.8,7.34,0.556,165.3,19.6,73.0,42.8,202.0,38.9,43.9,Medium,1.07,Medium,1326.0
Jajpur,Maize,Kharif,2019,1362.5,29.7,26.6,89.0,6.0,0.606,152.0,23.2,175.8,29.8,82.9,46.2,25.9,Medium,1.62,Medium,4102.0
Keonjhar,Paddy,Kharif,2022,1215.1,37.6,25.3,83.9,5.39,0.617,136.2,24.9,140.8,46.3,156.9,105.3,32.4,Medium,1.56,Medium,2818.0
Khordha,Paddy,Summer,2022,113.4,39.1,24.3,57.0,6.51,0.546,179.2,26.1,157.4,41.2,113.9,58.5,19.0,Medium,1.5,Medium,2600.0
Ganjam,Paddy,Kharif,2022,1229.7,31.4,27.5,80.3,5.11,0.568,218.4,20.7,213.8,51.3,90.8,52.5,30.3,High,1.19,High,3955.0
Dhenkanal,Maize,Kharif,2019,1161.1,31.5,27.7,87.4,6.34,0.504,167.3,26.0,120.6,33.5,156.5,62.4,47.3,Medium,4.34,Low,3425.0
Puri,Paddy,Rabi,2018,161.9,30.7,17.5,68.3,6.6,0.2,120.3,32.0,165.6,75.1,101.6,87.3,44.1,High,1.63,Medium,3196.0
Balasore,Paddy,Kharif,2020,1331.3,32.2,24.6,73.3,7.37,0.463,179.1,25.1,138.4,36.3,142.2,84.3,36.0,Low,5.12,High,3532.0
Mayurbhanj,Paddy,Kharif,2021,1256.5,28.5,23.5,78.7,5.47,0.302,231.0,12.7,204.7,52.9,107.5,54.4,38.1,High,0.45,Medium,2274.0
Jagatsinghpur,Maize,Kharif,2021,1342.2,34.7,25.4,74.2,5.89,0.41,210.7,9.3,72.9,17.5,104.6,58.4,54.7,Medium,1.92,High,1500.0
Cuttack,Maize,Summer,2022,99.2,41.7,26.3,51.4,7.21,0.629,175.5,18.9,141.1,59.8,118.5,80.4,28.4,High,0.34,Medium,2250.0
Keonjhar,Maize,Rabi,2023,222.2,28.0,17.4,67.7,6.54,0.488,171.3,13.9,160.8,40.2,106.8,41.0,51.2,Medium,1.92,Low,1866.0
Mayurbhanj,Paddy,Rabi,2018,262.0,26.1,19.7,65.7,5.73,0.378,213.6,38.5,142.3,26.6,153.1,71.2,24.6,Medium,6.69,Medium,3193.0
Cuttack,Paddy,Rabi,2021,163.3,31.3,19.9,75.6,6.34,0.49,127.3,28.4,193.6,33.3,109.2,46.5,41.5,Medium,0.74,Medium,2199.0
Jajpur,Maize,Rabi,2020,127.6,27.2,21.3,46.4,4.81,0.505,222.3,16.7,156.0,33.2,156.8,48.2,36.4,High,1.57,Low,2041.0
Mayurbhanj,Paddy,Rabi,2020,125.6,31.8,17.1,64.5,6.3,0.478,211.1,28.4,203.6,69.6,102.9,82.3,47.2,Medium,1.08,Medium,4413.0
Khordha,Paddy,Rabi,2021,229.6,27.5,18.4,51.5,6.73,0.491,147.7,35.5,159.6,24.6,89.0,41.9,29.4,Low,0.31,Low,1745.0
Baragarh,Maize,Kharif,2019,1466.3,31.7,27.8,84.8,7.15,0.62,182.9,28.3,157.9,68.2,65.8,61.3,26.9,High,1.59,Low,4780.0
Kendrapara,Paddy,Summer,2023,80.3,40.6,30.0,86.2,5.45,0.561,107.5,21.2,194.8,3.8,154.4,63.8,33.9,High,3.3,Low,1375.0
Cuttack,Paddy,Rabi,2018,214.9,27.8,18.1,72.4,6.21,0.527,202.4,20.0,205.3,28.9,96.0,59.3,36.1,Medium,0.89,High,2452.0
Dhenkanal,Paddy,Kharif,2019,1281.5,29.6,27.1,84.6,7.04,0.854,171.5,29.8,168.3,22.4,177.5,59.6,23.8,Medium,1.39,Medium,3747.0
Dhenkanal,Paddy,Rabi,2019,223.3,25.0,20.3,73.2,6.2,0.481,133.3,21.7,186.1,15.9,140.1,48.3,39.0,Low,2.93,Low,1576.0
Khordha,Paddy,Kharif,2020,1200.0,27.3,26.6,86.3,4.76,0.866,196.4,29.4,132.4,21.0,136.4,53.7,54.2,Low,0.27,Medium,2287.0
Sambalpur,Maize,Kharif,2020,915.7,30.4,24.7,74.1,6.54,0.897,206.4,23.5,158.9,35.1,147.2,91.6,46.5,High,0.57,Low,4104.0
Cuttack,Paddy,Kharif,2023,1400.1,31.4,23.6,85.2,6.18,0.705,119.8,28.8,87.8,31.7,189.2,66.7,29.0,High,2.91,High,3408.0
Sambalpur,Paddy,Rabi,2023,138.8,30.0,16.3,62.8,5.79,0.809,216.6,31.1,227.4,50.1,76.8,49.5,41.6,Medium,1.31,Low,3664.0
Baragarh,Paddy,Kharif,2020,1280.8,32.4,25.0,79.0,6.72,0.513,168.0,18.4,226.1,40.7,125.7,83.9,39.9,High,2.56,Medium,3336.0
Ganjam,Paddy,Kharif,2019,1534.1,28.4,25.7,70.4,6.0,0.651,160.6,41.1,120.2,37.4,100.9,76.3,36.5,Low,0.68,Low,3169.0
Mayurbhanj,Maize,Kharif,2019,1336.8,33.6,21.9,74.3,4.5,0.431,249.1,26.9,189.3,13.7,152.0,52.1,28.3,Low,3.98,Low,2260.0
Mayurbhanj,Paddy,Summer,2022,111.3,39.5,28.9,49.7,7.08,0.487,189.6,22.1,181.1,77.5,109.3,58.1,52.4,Medium,1.73,Medium,2596.0
Sambalpur,Paddy,Kharif,2022,1125.4,30.9,25.9,83.5,4.85,0.446,152.4,23.3,111.6,55.9,100.2,60.0,30.3,High,0.24,Medium,2621.0
Koraput,Maize,Kharif,2022,1299.7,34.2,23.9,86.5,6.84,0.708,222.6,21.9,149.5,40.6,140.6,53.1,43.2,High,0.08,Low,3714.0
Khordha,Maize,Kharif,2020,1473.0,35.2,21.6,67.9,6.62,0.573,173.9,5.1,114.1,53.2,147.0,73.0,43.3,Medium,0.7,High,1500.0
Ganjam,Maize,Kharif,2022,619.6,33.1,23.7,95.0,5.76,0.445,190.2,23.2,158.4,77.9,100.0,57.9,40.1,Medium,0.22,Medium,4360.0
Mayurbhanj,Paddy,Rabi,2023,212.1,25.0,21.5,67.4,6.5,0.814,160.5,13.9,111.9,65.5,117.0,49.8,34.0,High,1.06,Medium,2020.0
Ganjam,Paddy,Kharif,2018,1106.3,38.0,26.3,74.3,7.68,0.716,156.9,22.5,160.5,22.9,139.0,49.8,23.9,Low,4.96,Low,1790.0
Puri,Paddy,Rabi,2018,206.0,32.2,18.1,65.9,6.51,0.488,144.4,28.5,150.7,39.8,137.2,40.9,26.8,High,1.75,Medium,3506.0
Jagatsinghpur,Paddy,Kharif,2021,1249.6,28.2,23.0,82.5,7.0,0.543,186.6,6.5,140.1,30.9,176.6,39.3,53.7,Medium,1.69,High,1206.0
Dhenkanal,Paddy,Kharif,2018,1242.8,34.6,25.1,73.7,6.73,0.292,234.4,31.4,74.1,27.7,83.3,59.5,54.1,Medium,1.55,Medium,1498.0
Kendrapara,Maize,Kharif,2022,1153.6,36.1,26.4,82.4,6.62,0.295,225.2,21.4,197.3,68.4,85.3,51.0,37.9,Medium,2.13,Low,3491.0
Sambalpur,Maize,Kharif,2020,1422.3,34.5,20.8,73.4,6.98,0.623,221.6,26.6,131.4,33.9,104.2,38.3,40.0,Low,1.55,Medium,2765.0
Koraput,Paddy,Kharif,2022,1230.9,29.3,26.4,81.2,6.67,0.685,216.2,23.7,186.8,56.2,99.9,36.3,41.3,Low,0.09,High,3257.0
Cuttack,Maize,Rabi,2023,244.1,32.6,15.0,69.8,6.41,0.704,135.0,21.0,181.5,21.0,76.7,57.1,45.7,Medium,0.69,High,2142.0
Dhenkanal,Paddy,Summer,2021,84.5,40.8,21.2,69.1,7.11,0.467,147.0,28.7,96.6,52.4,96.0,85.6,47.8,Medium,0.73,Medium,1417.0
Mayurbhanj,Maize,Summer,2020,121.0,39.1,20.2,51.0,6.09,0.557,127.2,18.9,128.2,30.2,134.6,64.6,57.7,Medium,2.61,Low,1783.0
Koraput,Paddy,Kharif,2022,1155.3,41.9,22.1,85.4,6.39,0.899,255.7,29.5,100.3,80.3,105.0,94.9,42.5,Low,0.47,High,2175.0
Jajpur,Paddy,Rabi,2020,157.3,30.0,16.4,47.9,6.03,0.459,185.8,23.4,180.3,69.0,97.2,33.1,8.3,Medium,3.77,High,2950.0
Angul,Paddy,Kharif,2022,1534.6,33.0,25.3,81.1,4.65,0.495,147.2,26.3,127.0,38.9,131.3,61.9,43.6,High,0.94,High,3977.0
Kendrapara,Maize,Kharif,2019,1537.3,34.3,26.5,81.3,6.43,0.612,161.7,15.9,170.3,61.4,136.5,65.2,40.2,Medium,0.53,Medium,3088.0
Angul,Paddy,Kharif,2020,1116.7,40.6,22.0,81.5,7.0,0.677,207.1,28.6,149.4,43.3,150.1,84.0,49.5,Medium,0.33,Medium,3285.0
Dhenkanal,Paddy,Kharif,2020,1005.3,29.0,27.7,76.7,5.22,0.338,203.0,27.7,170.4,19.6,93.6,44.3,38.4,Medium,1.28,Medium,3915.0
Keonjhar,Paddy,Rabi,2018,211.7,25.0,19.4,60.4,6.2,0.306,159.3,22.1,182.4,65.1,106.5,73.5,34.5,High,3.34,Medium,3416.0
Dhenkanal,Maize,Rabi,2023,173.4,25.4,20.7,72.9,6.8,0.792,136.1,27.2,101.4,19.5,81.2,63.9,49.8,High,1.81,Medium,2929.0
Angul,Maize,Kharif,2018,1110.4,33.7,25.0,85.2,5.61,0.826,148.5,21.3,176.1,19.9,96.1,61.3,31.8,Low,5.42,Low,2613.0
Angul,Paddy,Rabi,2018,202.9,25.0,18.7,59.3,6.54,0.594,154.7,41.5,194.6,35.2,126.0,57.1,26.0,High,0.52,Medium,3149.0
Dhenkanal,Paddy,Kharif,2018,1125.8,30.9,20.9,91.3,5.17,0.369,251.8,27.6,106.1,39.6,119.2,79.0,38.1,Medium,0.94,Low,2260.0
Dhenkanal,Maize,Kharif,2018,1346.4,30.9,22.9,74.9,4.81,0.652,232.9,23.9,223.3,67.8,144.5,75.8,33.4,Medium,1.29,Medium,4298.0
Ganjam,Paddy,Kharif,2021,1004.9,31.0,23.3,57.3,5.93,0.748,161.4,19.6,123.0,68.2,140.1,51.9,44.9,Low,0.66,High,2839.0
Puri,Paddy,Rabi,2018,121.5,27.7,22.0,49.0,7.55,0.2,200.0,10.1,167.9,34.9,153.0,78.1,38.1,Medium,9.47,Low,1015.0
Jagatsinghpur,Paddy,Kharif,2022,1381.1,27.7,26.1,92.8,5.22,0.28,186.7,27.9,75.9,10.8,138.6,79.9,29.7,Low,1.64,Medium,1415.0
Mayurbhanj,Paddy,Summer,2019,86.4,38.9,28.8,58.2,5.85,0.596,206.1,25.7,168.8,61.0,124.7,81.3,17.6,High,5.33,Medium,3535.0
Dhenkanal,Paddy,Kharif,2018,1269.5,27.7,26.7,84.2,6.6,0.454,212.4,14.7,72.0,19.9,97.4,53.5,36.1,Medium,8.72,Medium,1575.0
Kendrapara,Paddy,Kharif,2021,1147.1,29.9,26.8,76.1,6.25,0.669,120.4,24.8,177.7,46.7,86.5,39.7,59.7,Medium,2.2,Medium,3004.0
Jagatsinghpur,Paddy,Kharif,2019,954.3,33.5,22.9,82.0,5.64,0.497,138.9,21.5,126.1,77.2,131.5,45.8,40.5,Low,0.91,Medium,2851.0
Ganjam,Paddy,Kharif,2023,1009.1,28.1,24.2,79.9,5.35,0.569,163.0,24.2,128.0,63.1,162.7,49.9,45.7,Medium,3.31,Medium,3215.0
Cuttack,Maize,Kharif,2019,1040.0,32.0,21.8,85.9,5.85,0.539,221.4,24.0,184.3,16.1,145.2,47.6,38.2,Low,2.92,Medium,3021.0
Keonjhar,Maize,Rabi,2023,279.6,31.2,19.6,63.5,7.9,0.704,181.5,26.8,133.9,33.8,117.8,45.3,39.1,Medium,2.74,Low,2263.0
Cuttack,Paddy,Rabi,2021,196.1,27.4,19.2,66.9,6.45,0.649,168.2,17.4,166.6,42.9,115.4,60.1,28.2,Medium,12.0,Low,1939.0
Ganjam,Maize,Rabi,2020,284.6,29.7,16.1,65.4,5.86,0.529,131.9,35.0,133.4,81.5,103.5,63.3,39.4,Low,4.07,Medium,2225.0
Kendrapara,Paddy,Rabi,2022,250.7,25.4,19.3,56.0,7.93,0.585,172.8,41.1,104.0,43.6,81.0,42.2,43.3,Medium,0.54,Low,1665.0
Dhenkanal,Paddy,Rabi,2022,280.5,27.8,18.3,70.5,6.27,0.547,213.0,20.4,134.2,16.6,81.7,63.5,55.6,Medium,0.43,Medium,2647.0
Jajpur,Maize,Rabi,2021,136.9,26.8,17.2,61.5,7.55,0.462,246.6,25.4,133.0,22.3,136.0,56.5,28.7,Medium,4.77,Medium,2723.0
Angul,Paddy,Rabi,2022,225.5,28.4,20.2,72.3,6.91,0.287,205.7,22.7,161.8,36.1,146.0,68.0,42.0,Medium,0.89,Medium,3086.0
Puri,Paddy,Summer,2021,101.1,38.6,25.4,52.3,6.58,0.934,178.0,19.5,145.5,47.4,100.1,47.2,34.3,Low,1.59,Medium,1769.0
Angul,Paddy,Rabi,2019,158.8,25.0,17.7,65.0,5.08,0.541,183.1,17.6,153.2,21.9,96.4,47.0,38.1,Medium,12.19,Medium,1793.0
Jajpur,Paddy,Kharif,2022,1039.5,33.6,24.2,95.0,6.41,0.912,152.7,22.5,176.6,34.0,72.6,64.8,38.2,High,0.37,Medium,3807.0
Ganjam,Maize,Kharif,2021,1361.6,29.7,21.0,80.9,8.0,0.567,209.9,22.3,164.0,25.2,70.0,53.7,49.2,Medium,1.49,Low,2823.0
Angul,Paddy,Rabi,2019,217.6,26.1,18.7,67.5,7.67,0.743,207.4,28.1,152.8,29.6,124.0,56.4,40.7,High,0.4,High,2606.0
Khordha,Maize,Kharif,2018,1259.6,29.2,22.4,64.3,6.31,0.282,195.8,35.9,168.6,22.3,123.8,89.4,29.1,Medium,6.38,Medium,4516.0
